"Region","Date","Type","AveragePrice","TotalVolume","X4046","X4225","X4770","TotalBags","SmallBags","LargeBags","XLargeBags","Year"
"Sacramento",2016-06-26,"conventional",1.25,464446.2,147821.55,228939.76,20249.04,67435.85,66812.24,0,623.61,2016
"Sacramento",2016-06-19,"conventional",1.2,508036.18,157354.92,276855.96,18508.95,55316.35,54341.35,0,975,2016
"Sacramento",2016-06-12,"conventional",1.15,501159.1,158599.19,263137.09,22373,57049.82,56671.26,13.14,365.42,2016
"Sacramento",2016-06-05,"conventional",1.17,521408.99,169293.85,269555.77,25618.94,56940.43,56921.44,18.99,0,2016
"Sacramento",2016-05-29,"conventional",1.18,489338.25,166777.3,252374.66,18823.94,51362.35,51287.11,4.39,70.85,2016
"Sacramento",2016-05-22,"conventional",1.1,488201.43,156352.97,253576.99,20549.75,57721.72,55547.83,0,2173.89,2016
"Sacramento",2016-05-15,"conventional",1.17,438309.86,137852.11,224842.97,27155.74,48459.04,48442.97,7.3,8.77,2016
"Sacramento",2016-05-08,"conventional",1,569710.14,171748.12,307614.01,19761.74,70586.27,69357.77,5.84,1222.66,2016
"Sacramento",2016-05-01,"conventional",1.06,481861.11,158376.45,251468.09,16678.02,55338.55,54906.9,106.65,325,2016
"Sacramento",2016-04-24,"conventional",1.01,529817.53,173546.78,281110.03,18901.93,56258.79,55978.23,0,280.56,2016
"Sacramento",2016-04-17,"conventional",1.15,448082.46,158323.88,210773.79,21378.51,57606.28,57218.47,61.42,326.39,2016
"Sacramento",2016-04-10,"conventional",1.15,459342.82,152169.98,227080.5,22372.96,57719.38,57376.68,20.48,322.22,2016
"Sacramento",2016-04-03,"conventional",1.05,488547.76,128563.45,284764.63,21875.92,53343.76,53306.03,37.73,0,2016
"Sacramento",2016-03-27,"conventional",1.18,458899.34,129399.89,248862.02,20119.22,60518.21,60509.5,8.71,0,2016
"Sacramento",2016-03-20,"conventional",1.18,404736.39,128297.4,203155.49,19762.52,53520.98,53491.92,26.15,2.91,2016
"Sacramento",2016-03-13,"conventional",1.14,441333.91,139305.36,227493.9,18205.15,56329.5,56309.19,0,20.31,2016
"Sacramento",2016-03-06,"conventional",1.13,443386.65,136469.26,216299.79,19505.98,71111.62,71097.1,5.81,8.71,2016
"Sacramento",2016-02-28,"conventional",1.13,439280.11,133683.82,213422.76,21516.31,70657.22,70657.22,0,0,2016
"Sacramento",2016-02-21,"conventional",1.09,419479.7,124241.28,219980.44,17229.28,58028.7,58022.88,5.82,0,2016
"Sacramento",2016-02-14,"conventional",1.04,447945.8,143312.43,207645.46,17758.15,79229.76,79168.62,17.47,43.67,2016
"Sacramento",2016-02-07,"conventional",0.91,796524.48,259382.37,419044.57,34235.86,83861.68,83768.44,55.36,37.88,2016
"Sacramento",2016-01-31,"conventional",1.13,434121.25,145374.67,209170.61,19002.36,60573.61,60564.87,5.83,2.91,2016
"Sacramento",2016-01-24,"conventional",1.11,409324.93,55327.2,278223.8,18007.03,57766.9,57734.83,32.07,0,2016
"Sacramento",2016-01-17,"conventional",1.11,437356.64,105468.97,256283.84,15555.85,60047.98,60045.08,0,2.9,2016
"Sacramento",2016-01-10,"conventional",1.08,434238.52,122362.72,229930.15,15444.14,66501.51,66489.91,11.6,0,2016
"Sacramento",2016-01-03,"conventional",0.96,512117.98,141161.62,301172.94,16053.59,53729.83,53729.83,0,0,2016
"SanDiego",2016-12-25,"conventional",0.89,473730.19,118030.19,191754.65,14438.25,149507.1,125660.66,22080.88,1765.56,2016
"SanDiego",2016-12-18,"conventional",0.9,437170.79,106000.4,161104.63,14145.04,155920.72,115858.84,38951.6,1110.28,2016
"SanDiego",2016-12-11,"conventional",0.81,505122.6,139066.79,205742.62,14736.56,145576.63,91917.03,53237.93,421.67,2016
"SanDiego",2016-12-04,"conventional",0.85,499144.04,214063.09,133318.88,15081.42,136680.65,128681.56,6275.12,1723.97,2016
"SanDiego",2016-11-27,"conventional",1.08,392291.47,160595.93,108871.8,12510.47,110313.27,98751.41,10626.32,935.54,2016
"SanDiego",2016-11-20,"conventional",1.25,369682.4,135337.58,120005.93,14499.34,99839.55,85261.69,14192.86,385,2016
"SanDiego",2016-11-13,"conventional",1.37,353828.79,120524.26,126173.1,18445.16,88686.27,74992.87,13258.4,435,2016
"SanDiego",2016-11-06,"conventional",1.68,292299.52,89364.77,128356.68,18569.63,56008.44,46336.06,8804.32,868.06,2016
"SanDiego",2016-10-30,"conventional",1.65,270941.97,88975.06,119080.04,14742.36,48144.51,41712.24,6337,95.27,2016
"SanDiego",2016-10-23,"conventional",1.32,366026.91,127391.58,119290.35,13215.77,106129.21,91095.15,13109.95,1924.11,2016
"SanDiego",2016-10-16,"conventional",1.27,443367.98,133020.51,139616.39,14087.91,156643.17,137002.06,16987.77,2653.34,2016
"SanDiego",2016-10-09,"conventional",1.25,473046.6,143507.8,142805.42,15433.41,171299.97,150537.8,20262.17,500,2016
"SanDiego",2016-10-02,"conventional",1.09,534801.53,209855.65,131355.15,17065.91,176524.82,159927.44,15812.38,785,2016
"SanDiego",2016-09-25,"conventional",1.05,566089.72,217679.82,136015.14,15808.76,196586,182692.61,12821.45,1071.94,2016
"SanDiego",2016-09-18,"conventional",1.18,457197.25,147766.51,139189.02,12716.14,157525.58,144313.97,11857.44,1354.17,2016
"SanDiego",2016-09-11,"conventional",1.08,498555.72,164685.23,144231.63,12611.44,177027.42,161784.53,15187.89,55,2016
"SanDiego",2016-09-04,"conventional",1.06,550756.68,186260.68,164050.31,12126.32,188319.37,177175.95,10942.03,201.39,2016
"SanDiego",2016-08-28,"conventional",0.9,620041.46,244514.34,145515.54,14632.5,215379.08,204056.33,10854.69,468.06,2016
"SanDiego",2016-08-21,"conventional",0.94,578630.39,227977.89,127819.4,13817.35,209015.75,194536.98,14380.16,98.61,2016
"SanDiego",2016-08-14,"conventional",1.19,499056.18,151194.91,164960.87,17324.53,165575.87,149733.92,15841.95,0,2016
"SanDiego",2016-08-07,"conventional",1.14,534955.59,164926.18,168655.71,17490.36,183883.34,163646.68,20236.66,0,2016
"SanDiego",2016-07-31,"conventional",1.16,522678.71,156893.23,167605.98,18152.4,180027.1,156662.69,23324.41,40,2016
"SanDiego",2016-07-24,"conventional",1.18,526657.41,168729.48,168789.85,22671.76,166466.32,147604.25,18132.07,730,2016
"SanDiego",2016-07-17,"conventional",1.12,519567.72,169871.43,161029.99,23096.26,165570.04,144223.93,20474.7,871.41,2016
"SanDiego",2016-07-10,"conventional",0.98,604082.24,186258.97,204704.57,20782.97,192335.73,171944.56,19129.5,1261.67,2016
"SanDiego",2016-07-03,"conventional",1.04,613005.97,182471.65,186674.1,29141.44,214718.78,192454.33,20162.58,2101.87,2016
"SanDiego",2016-06-26,"conventional",0.89,595917.64,196595.53,163147.87,28460.28,207713.96,189495.73,17484.47,733.76,2016
"SanDiego",2016-06-19,"conventional",0.98,573831.3,182110.33,160231.9,28933.99,202555.08,183995.42,17443.27,1116.39,2016
"SanDiego",2016-06-12,"conventional",0.88,596634.56,216162.48,144195.74,26931.15,209345.19,189261.8,19728.39,355,2016
"SanDiego",2016-06-05,"conventional",0.83,661159.79,242212.63,171998.98,31852.41,215095.77,175831.59,39014.18,250,2016
"SanDiego",2016-05-29,"conventional",0.92,576543.05,183028.56,168419.71,32042.58,193052.2,160356.37,31715.55,980.28,2016
"SanDiego",2016-05-22,"conventional",0.78,569349.05,157623.84,205497.08,20406.29,185821.84,154279.25,30337.59,1205,2016
"SanDiego",2016-05-15,"conventional",0.86,553706.74,196229.51,169362.37,19467.77,168647.09,133555.36,35091.73,0,2016
"SanDiego",2016-05-08,"conventional",0.78,649503.23,210276.04,194613.6,24705.68,219907.91,82058.24,137623.28,226.39,2016
"SanDiego",2016-05-01,"conventional",0.68,679213.01,221162.07,221265.53,23602.94,213182.47,57334.52,155614.62,233.33,2016
"SanDiego",2016-04-24,"conventional",0.73,623486.79,209423.33,193980.26,22783.03,197300.17,128655.92,68644.25,0,2016
"SanDiego",2016-04-17,"conventional",0.8,621350.28,219230.99,155882.34,22416.32,223820.63,199325.34,24495.29,0,2016
"SanDiego",2016-04-10,"conventional",0.84,589694.67,190244.17,158653.72,21394.47,219402.31,175064.61,44337.7,0,2016
"SanDiego",2016-04-03,"conventional",0.9,527115.47,165482.1,148671.87,25760.64,187200.86,136889.73,50311.13,0,2016
"SanDiego",2016-03-27,"conventional",0.8,615580.7,183067.39,162858.06,23076.81,246578.44,180500.59,66077.85,0,2016
"SanDiego",2016-03-20,"conventional",0.76,649914.07,159593.34,189449,21444.94,279426.79,228122.01,51304.78,0,2016
"SanDiego",2016-03-13,"conventional",0.84,567953.21,151219.73,139500.87,23806.29,253426.32,203378.55,50047.77,0,2016
"SanDiego",2016-03-06,"conventional",0.81,627397.71,160581.05,156090.46,22297.72,288428.48,218488.21,69940.27,0,2016
"SanDiego",2016-02-28,"conventional",0.8,585693.61,143189.43,144667.93,25138.48,272697.77,201892.8,70804.97,0,2016
"SanDiego",2016-02-21,"conventional",0.86,592197.58,165757.19,159025.48,19779.65,247635.26,206855.6,40779.66,0,2016
"SanDiego",2016-02-14,"conventional",0.79,595414.77,173874.57,140454.28,22029.85,259056.07,161727.63,97328.44,0,2016
"SanDiego",2016-02-07,"conventional",0.61,917660.79,212980.89,302238.82,23694.84,378746.24,292228.73,86517.51,0,2016
"SanDiego",2016-01-31,"conventional",0.72,643326.66,174249.75,192217.79,18036.77,258822.35,219631.97,39190.38,0,2016
"SanDiego",2016-01-24,"conventional",0.85,564637.66,104831.87,157896.39,21607.39,280302.01,238110.78,42191.23,0,2016
"SanDiego",2016-01-17,"conventional",0.79,561712.98,164565.34,190461.21,19123.62,187562.81,141951.66,45611.15,0,2016
"SanDiego",2016-01-10,"conventional",0.81,578610.94,155537.61,153030.46,21523.37,248519.5,144796.06,103723.44,0,2016
"SanDiego",2016-01-03,"conventional",0.65,719749.77,204145.28,256691.54,22617.47,236295.48,138815.05,97480.43,0,2016
"SanFrancisco",2016-12-25,"conventional",1.18,690027.33,164595.96,462872.97,2525.58,60032.82,52277.99,7459.83,295,2016
"SanFrancisco",2016-12-18,"conventional",1.22,643518.28,173909.85,401462.31,3063.29,65082.83,52370.05,11823.61,889.17,2016
"SanFrancisco",2016-12-11,"conventional",1.29,655428.34,134467.78,447891.73,2861.59,70207.24,58673.9,10578.62,954.72,2016
"SanFrancisco",2016-12-04,"conventional",1.52,542857.36,159831.4,310592.77,2249.75,70183.44,67734.87,1143.85,1304.72,2016
"SanFrancisco",2016-11-27,"conventional",1.75,488378.1,118187.03,297882.68,2393.35,69915.04,67676.02,1584.02,655,2016
"SanFrancisco",2016-11-20,"conventional",1.89,510752.32,120582.11,308963.91,2239.28,78967.02,74502.41,1192.67,3271.94,2016
"SanFrancisco",2016-11-13,"conventional",1.94,506543.8,118820.99,308678.33,3208.3,75836.18,74569.34,976.56,290.28,2016
"SanFrancisco",2016-11-06,"conventional",2.07,492504.81,109080.72,304926.27,3840.19,74657.63,74025.26,103.2,529.17,2016
"SanFrancisco",2016-10-30,"conventional",2.2,477937.8,130025.36,285048.2,3399.09,59465.15,57223.44,269.21,1972.5,2016
"SanFrancisco",2016-10-23,"conventional",1.87,411873.66,133676.77,178795.94,4817.03,94583.92,89533.1,2966.65,2084.17,2016
"SanFrancisco",2016-10-16,"conventional",1.99,590535.06,141221.01,362859.22,7787.57,78667.26,74349.15,3259.5,1058.61,2016
"SanFrancisco",2016-10-09,"conventional",1.82,673082.26,163264.54,409307.88,9771.72,90738.12,89663.48,1055.05,19.59,2016
"SanFrancisco",2016-10-02,"conventional",1.52,731993.57,196085.62,421421.2,10626.67,103860.08,101544.87,1167.15,1148.06,2016
"SanFrancisco",2016-09-25,"conventional",1.43,860546.65,210602.19,549378.28,7878.79,92687.39,89785.42,1571.69,1330.28,2016
"SanFrancisco",2016-09-18,"conventional",1.5,813575.88,173635.07,549722.44,9254.46,80963.91,75829.93,3098.42,2035.56,2016
"SanFrancisco",2016-09-11,"conventional",1.43,862732.45,222298.01,533967.64,11292.83,95173.97,94338.95,691.96,143.06,2016
"SanFrancisco",2016-09-04,"conventional",1.47,850104.12,203090.38,552428.86,10836.96,83747.92,82334.2,962.33,451.39,2016
"SanFrancisco",2016-08-28,"conventional",1.38,812410.86,258578.88,469333.14,13522.19,70976.65,68675.23,990.31,1311.11,2016
"SanFrancisco",2016-08-21,"conventional",1.28,825338.15,311234.33,415962.15,24855.18,73286.49,70853.19,856.91,1576.39,2016
"SanFrancisco",2016-08-14,"conventional",1.03,1114834.28,266260.92,757100.85,31009.27,60463.24,58400.39,900.35,1162.5,2016
"SanFrancisco",2016-08-07,"conventional",1.49,753570.45,189861.8,463372.96,28987.5,71348.19,70181.66,869.31,297.22,2016
"SanFrancisco",2016-07-31,"conventional",1.52,814505.22,185496.96,513372.1,42846.42,72789.74,71153.86,948.38,687.5,2016
"SanFrancisco",2016-07-24,"conventional",1.54,817357.28,158290.86,527450.53,56349.57,75266.32,72853.77,1013.94,1398.61,2016
"SanFrancisco",2016-07-17,"conventional",1.46,804071.94,200748.22,481290.68,43042.94,78990.1,77461.44,106.44,1422.22,2016
"SanFrancisco",2016-07-10,"conventional",1.4,842731.76,249271.4,458731.12,43916.46,90812.78,88916.37,689.47,1206.94,2016
"SanFrancisco",2016-07-03,"conventional",1.41,891917.15,202576.49,546096.5,54358.08,88886.08,86921.08,945.56,1019.44,2016
"SanFrancisco",2016-06-26,"conventional",1.5,749554.87,194824.52,411086.22,55056,88588.13,86438.13,1044.44,1105.56,2016
"SanFrancisco",2016-06-19,"conventional",1.44,800921.02,210315.55,459979.37,43427.34,87198.76,85053.17,1080.31,1065.28,2016
"SanFrancisco",2016-06-12,"conventional",1.45,770382.05,228294.75,418903.64,48922.15,74261.51,72937.16,1021.83,302.52,2016
"SanFrancisco",2016-06-05,"conventional",1.35,899154.46,278152.57,481323.79,53447.03,86231.07,85119.34,697.78,413.95,2016
"SanFrancisco",2016-05-29,"conventional",1.34,891069.03,304281.47,462079.65,52673.73,72034.18,70154.87,676.56,1202.75,2016
"SanFrancisco",2016-05-22,"conventional",1.31,817923.28,247488.87,416811.55,70753.98,82868.88,80974.56,945.43,948.89,2016
"SanFrancisco",2016-05-15,"conventional",1.37,772064.79,201205.64,438490.13,61090.32,71278.7,69780.99,1042.15,455.56,2016
"SanFrancisco",2016-05-08,"conventional",1.06,961334.65,259594.33,569011.84,49424.67,83303.81,80879.28,885.92,1538.61,2016
"SanFrancisco",2016-05-01,"conventional",0.99,1001227.21,355140.93,534187.25,39101.1,72797.93,71485.43,898.61,413.89,2016
"SanFrancisco",2016-04-24,"conventional",1,1017425.89,313239.31,570669.6,55668.13,77848.85,76195.48,883.93,769.44,2016
"SanFrancisco",2016-04-17,"conventional",1.39,786422.89,209130.77,415099.08,76966.69,85226.35,83707.21,901.08,618.06,2016
"SanFrancisco",2016-04-10,"conventional",1.38,765652.36,216993.87,399403.75,61241.91,88012.83,85683.08,894.49,1435.26,2016
"SanFrancisco",2016-04-03,"conventional",1.12,849739.84,166177.24,546227.92,54166.57,83168.11,82300.09,842.81,25.21,2016
"SanFrancisco",2016-03-27,"conventional",1.47,716020.43,167887.53,409135.78,46243.39,92753.73,91907.38,830.59,15.76,2016
"SanFrancisco",2016-03-20,"conventional",1.4,739577.85,193704.13,416863.96,46189.84,82819.92,81984.18,820,15.74,2016
"SanFrancisco",2016-03-13,"conventional",1.41,714002.3,192002.8,383557.6,52459.24,85982.66,85202.82,726.43,53.41,2016
"SanFrancisco",2016-03-06,"conventional",1.29,817240.38,217965.57,441193.39,62391.95,95689.47,94788.57,797.45,103.45,2016
"SanFrancisco",2016-02-28,"conventional",1.29,824092.61,238542.45,445285.06,39537.9,100727.2,99966,745.56,15.64,2016
"SanFrancisco",2016-02-21,"conventional",1.15,799826.02,178438.97,509199.72,41240.25,70947.08,70255.21,663.8,28.07,2016
"SanFrancisco",2016-02-14,"conventional",1.34,696959.32,200199.01,357790.26,39859.46,99110.59,98394.37,688.22,28,2016
"SanFrancisco",2016-02-07,"conventional",0.89,1355047.15,333064.46,858526.37,72545.79,90910.53,90251.06,619.09,40.38,2016
"SanFrancisco",2016-01-31,"conventional",1.27,805039.06,236160.56,431120.43,57834.69,79923.38,79401.44,382.4,139.54,2016
"SanFrancisco",2016-01-24,"conventional",1.05,844417.47,115036.6,621996.45,41235.01,66149.41,65970.6,166.4,12.41,2016
"SanFrancisco",2016-01-17,"conventional",1.24,732860.83,141712.96,474840.29,36599.56,79708.02,79192.95,508.86,6.21,2016
"SanFrancisco",2016-01-10,"conventional",1.21,765839.95,144506.94,487614.57,41093.96,92624.48,92023.17,601.31,0,2016
"SanFrancisco",2016-01-03,"conventional",0.93,918798.74,204501.46,593429.62,32339.95,88527.71,88155.48,372.23,0,2016
"California",2017-12-31,"conventional",0.93,7132711.23,2280934.17,3201737.11,111845.09,1538194.86,1461095.1,20553.6,56546.16,2017
"California",2017-12-24,"conventional",1.13,5346535.57,1934361.67,1934710.69,116855.41,1360607.8,1277612.22,21328.12,61667.46,2017
"California",2017-12-17,"conventional",0.98,6205211.05,1901831.08,2877209.2,115250.14,1310920.63,1229946.93,21220.86,59752.84,2017
"California",2017-12-10,"conventional",1.06,5715712.21,2234102.17,2013200.4,90168.26,1378241.38,1291298.72,27353.79,59588.87,2017
"California",2017-12-03,"conventional",1.09,5544556,2333912,1660573,100234,1449838,1365781,30856,53201,2017
"California",2017-11-26,"conventional",1.3,4392810,1734281,1354966,121946,1181616,1093008,27254,61354,2017
"California",2017-11-19,"conventional",1.26,4782021,1879513,1360694,107055,1434759,1328429,47615,58715,2017
"California",2017-11-12,"conventional",1.15,5637795,2309785,1882561,108415,1337035,1248089,30662,58284,2017
"California",2017-11-05,"conventional",1.15,5663438.53,2148627.4,2224529.18,108333.63,1181948.32,1105519.8,20488.19,55940.33,2017
"California",2017-10-29,"conventional",1.2,5714676.89,1981731.12,2384845.53,125816.68,1222283.56,1165130.71,22762.03,34390.82,2017
"California",2017-10-22,"conventional",1.53,4420877.4,1604916.52,1779177.98,123891.36,912891.54,856748.54,21482.38,34660.62,2017
"California",2017-10-15,"conventional",1.68,4066640.98,1348029.41,1699672.65,137027.4,881911.52,822315.27,22733.62,36862.63,2017
"California",2017-10-08,"conventional",1.74,4151444.41,1377101,1829530.74,138380.27,806432.4,747128.46,25531.54,33772.4,2017
"California",2017-10-01,"conventional",1.77,3870633.16,1288266.68,1608863.15,120405.29,853098.04,794746.4,25612.08,32739.56,2017
"California",2017-09-24,"conventional",1.74,3937000.67,1383479.62,1575761.37,119703.21,858056.47,801572.79,24211.83,32271.85,2017
"California",2017-09-17,"conventional",1.72,4167531.38,1571529.56,1556655.98,128019.39,911326.45,860705.01,18473.03,32148.41,2017
"California",2017-09-10,"conventional",1.71,4380657.13,1677368.14,1599511.35,141899.49,961878.15,904618.47,19579.65,37680.03,2017
"California",2017-09-03,"conventional",1.65,4648718.22,1856634.4,1720930.65,168178.12,902975.05,839519.87,21358.39,42096.79,2017
"California",2017-08-27,"conventional",1.78,4360013.67,1889886.87,1420373.34,157338.07,892415.39,830646.31,19482.22,42286.86,2017
"California",2017-08-20,"conventional",1.64,4524974.68,1995269.12,1293180.21,165218.13,1071307.22,986592.65,33841.83,50872.74,2017
"California",2017-08-13,"conventional",1.26,5862368.39,2346710.99,2079376.28,190313.03,1245968.09,1160556.19,32819.18,52592.72,2017
"California",2017-08-06,"conventional",1.36,5655955.05,2313742.61,1892140.35,159763.39,1290308.7,1201486.97,30452.62,58369.11,2017
"California",2017-07-30,"conventional",1.38,5571000.96,2179199.68,2206571.02,152942.18,1032288.08,948516.41,28336.99,55434.68,2017
"California",2017-07-23,"conventional",1.46,5188483.1,2201004.96,1738865.16,151424.79,1097188.19,1018813.29,20424.08,57950.82,2017
"California",2017-07-16,"conventional",1.49,5405190.35,2319570.09,1821613.01,178446.19,1085561.06,1007608.04,22434.17,55518.85,2017
"California",2017-07-09,"conventional",1.28,6499668.48,2634902.26,1818682.87,207945.39,1838137.96,1767976.83,5214.88,64946.25,2017
"California",2017-07-02,"conventional",1.28,6607292.61,2527123.67,1942683.02,224121.48,1913364.44,1844798.2,4337.49,64228.75,2017
"California",2017-06-25,"conventional",1.15,6999255.87,2706875.38,1977949.64,191069.11,2123361.74,2061235.1,5202.82,56923.82,2017
"California",2017-06-18,"conventional",1.2,6599048.85,2691571.96,1650089.15,191313.38,2066074.36,1989158.83,5912.72,71002.81,2017
"California",2017-06-11,"conventional",1.22,6177216.24,2302944.62,1517908.04,188258.15,2168105.43,2095827.24,5598.97,66679.22,2017
"California",2017-06-04,"conventional",1.2,6507093.57,2378539.46,1580024.38,141320.44,2407209.29,2348867.54,4428.25,53913.5,2017
"California",2017-05-28,"conventional",1.32,6160751.92,2307940.04,1793496.44,153502.24,1905813.2,1829396.11,3223.85,73193.24,2017
"California",2017-05-21,"conventional",1.35,5599003.03,2077113.57,1627754.26,137755.31,1756379.89,1685046.63,3942.61,67390.65,2017
"California",2017-05-14,"conventional",1.17,6370622.3,2375685.35,1570244.89,134825.51,2289866.55,2216400.16,4798.87,68667.52,2017
"California",2017-05-07,"conventional",1.08,7872203.23,2851510.24,2470795.47,150595.46,2399302.06,2314634.27,3601.53,81066.26,2017
"California",2017-04-30,"conventional",1.25,5889669.2,2197824.46,1689225.61,157508.63,1845110.5,1770413.98,2532.7,72163.82,2017
"California",2017-04-23,"conventional",1.26,5637299.78,2027854.71,1521895.03,162006.91,1925543.13,1849562.53,6322.77,69657.83,2017
"California",2017-04-16,"conventional",1.34,5442086.44,2047142.24,1572972.43,163002.25,1658969.52,1585488.4,1756.03,71725.09,2017
"California",2017-04-09,"conventional",1.13,6249182.98,1926187.79,2128867.47,161909.09,2032218.63,1957058.55,13132.9,62027.18,2017
"California",2017-04-02,"conventional",1.22,5719811.06,1856672.56,1580307.3,150682.37,2132148.83,2059479.45,16199.12,56470.26,2017
"California",2017-03-26,"conventional",1.33,5073070.91,1693588.76,1542979.33,138133.01,1698369.81,1629800.46,1991.84,66577.51,2017
"California",2017-03-19,"conventional",1.31,5328958.01,1857645.04,1555271.43,143586.99,1772454.55,1709046.29,5147.16,58261.1,2017
"California",2017-03-12,"conventional",1.31,5208101.86,1871004.41,1577127.23,156629.51,1603340.71,1528139.92,7223.59,67977.2,2017
"California",2017-03-05,"conventional",1.15,5634150.07,1961188.27,1720072.57,161251.98,1791637.25,1727384.52,9179.36,55073.37,2017
"California",2017-02-26,"conventional",0.95,6342089.92,2193499.5,2038284.77,155642.35,1954663.3,1870562.62,42309.14,41791.54,2017
"California",2017-02-19,"conventional",0.95,6194368.66,1999799.14,2098407.09,177817.01,1918345.42,1728825.22,145454.71,44065.49,2017
"California",2017-02-12,"conventional",0.79,6862176.64,2429385.13,1870884.97,158534.53,2403372.01,2247565.14,101368.24,54438.63,2017
"California",2017-02-05,"conventional",0.67,11213596.29,3986429.59,3550403.07,214137.93,3462625.7,3403581.49,7838.83,51205.38,2017
"California",2017-01-29,"conventional",0.76,8055482.07,3009291.31,2295856.21,148335.97,2601998.58,2504421.68,48343.02,49233.88,2017
"California",2017-01-22,"conventional",0.76,8153340.48,3089603.62,2659661.41,106559.24,2297516.21,2207074.93,61563.24,28878.04,2017
"California",2017-01-15,"conventional",0.93,6656554.36,2075029.62,2450277.12,95137.62,2036110,1910596.03,99912.91,25601.06,2017
"California",2017-01-08,"conventional",1,6653048.21,1988635.39,2569566.25,109029.01,1985817.56,1807926.97,144375.5,33515.09,2017
"California",2017-01-01,"conventional",0.89,7175276.66,2266313.37,2877688.31,90899.53,1940375.45,1762033.74,151333.95,27007.76,2017
"LosAngeles",2017-12-31,"conventional",0.88,3212261.75,1368619.91,755743.47,75509.63,1012388.74,959746.82,14343.09,38298.83,2017
"LosAngeles",2017-12-24,"conventional",1.1,2389829.32,1076720.74,350754.59,78272.26,884081.73,831557.36,15344.42,37179.95,2017
"LosAngeles",2017-12-17,"conventional",0.89,3130916.47,1046466.31,1167417.29,76600.37,840432.5,790545.51,14767.42,35119.57,2017
"LosAngeles",2017-12-10,"conventional",1.07,2404221.58,1024592.52,396712.41,62000.95,920915.7,868361.67,16284.72,36269.31,2017
"LosAngeles",2017-12-03,"conventional",1.01,2615853,1177940,396804,68958,972151,913002,23854,35296,2017
"LosAngeles",2017-11-26,"conventional",1.19,2153918,987928,327525,82683,755782,702784,16197,36801,2017
"LosAngeles",2017-11-19,"conventional",1.14,2391383,1042472,309130,73389,966392,893064,34871,38457,2017
"LosAngeles",2017-11-12,"conventional",1.08,2626121,1225567,413517,72562,914474,851550,23684,39240,2017
"LosAngeles",2017-11-05,"conventional",1.04,2691240.89,1079147.36,743292.73,69039.29,799761.51,748133.99,14912.26,36715.26,2017
"LosAngeles",2017-10-29,"conventional",1.09,2850377.2,1085428.83,843048.34,81784.71,840115.32,794198.46,16098.25,29818.61,2017
"LosAngeles",2017-10-22,"conventional",1.49,1968638.86,924450.62,360936.46,84635.32,598616.46,551747.52,15614.96,31253.98,2017
"LosAngeles",2017-10-15,"conventional",1.67,1779831.36,741758.67,385402.67,94134.88,558535.14,509468.27,15849.71,33217.16,2017
"LosAngeles",2017-10-08,"conventional",1.8,1711267.24,753730.08,343707.72,91288.33,522541.11,475271.7,17349.06,29920.35,2017
"LosAngeles",2017-10-01,"conventional",1.77,1697028.59,725653.31,335816.39,78098.02,557460.87,510568.78,17512.89,29379.2,2017
"LosAngeles",2017-09-24,"conventional",1.75,1760610.46,768658.64,337637.65,79407.42,574906.75,529354.38,16258.82,29293.55,2017
"LosAngeles",2017-09-17,"conventional",1.73,1865690.48,837463.16,357662.06,84556.11,586009.15,543636.79,13163.62,29208.74,2017
"LosAngeles",2017-09-10,"conventional",1.74,1969051.97,898753.94,359807.34,94971.16,615519.53,568315.4,14394.75,32809.38,2017
"LosAngeles",2017-09-03,"conventional",1.61,2176974.29,1050438.58,441327.04,112400.98,572807.69,521219.23,15575.83,36012.63,2017
"LosAngeles",2017-08-27,"conventional",1.66,2117126.8,1096036.21,344686.36,105558.18,570846.05,523454.36,14650.86,32740.83,2017
"LosAngeles",2017-08-20,"conventional",1.45,2309865.74,1207541.43,324882.97,99791.22,677650.12,618120.14,22264.21,37265.77,2017
"LosAngeles",2017-08-13,"conventional",1.19,2832849.85,1412649.35,452871.67,120591.71,846737.12,784481.79,21556.57,40698.76,2017
"LosAngeles",2017-08-06,"conventional",1.22,2742628.31,1359069.5,414552.66,109001.34,860004.81,793163.78,20822.11,46018.92,2017
"LosAngeles",2017-07-30,"conventional",1.39,2426027.85,1263812.03,399835.58,100595.71,661784.53,603467.35,18679.7,39637.48,2017
"LosAngeles",2017-07-23,"conventional",1.38,2484918.32,1266618.54,407573.08,99404.46,711322.24,652958.02,12421.66,45942.56,2017
"LosAngeles",2017-07-16,"conventional",1.37,2558156.26,1327685.51,409058.25,105463.36,715949.14,658086.39,14421.29,43441.46,2017
"LosAngeles",2017-07-09,"conventional",1.12,3382974.98,1520215.45,437585.1,87693.03,1337481.4,1285980.32,788.55,50712.53,2017
"LosAngeles",2017-07-02,"conventional",1.07,3507155.74,1521073.33,497356.53,104452.24,1384273.64,1337890.74,411.72,45971.18,2017
"LosAngeles",2017-06-25,"conventional",0.92,3655667.22,1609002.4,414532.82,90801.1,1541330.9,1496630.45,696.59,44003.86,2017
"LosAngeles",2017-06-18,"conventional",0.99,3631321.55,1581223.4,480083.42,93204.86,1476809.87,1424124.05,963.71,51722.11,2017
"LosAngeles",2017-06-11,"conventional",0.99,3390850.94,1280363.31,415143.16,96489.25,1598855.22,1550403.66,468.39,47983.17,2017
